sacc_code,country,year,departures,display_country
4101,Algeria,2016-17,50,Algeria
4102,Egypt,2016-17,400,Egypt
4103,Libya,2016-17,60,Libya
4104,Morocco,2016-17,80,Morocco
4105,Sudan,2016-17,170,Sudan
4106,Tunisia,2016-17,20,Tunisia
4111,South Sudan,2016-17,10,South Sudan
4201,Bahrain,2016-17,50,Bahrain
4202,Palestine,2016-17,0,Palestine
4203,Iran,2016-17,1130,Iran
4204,Iraq,2016-17,600,Iraq
4205,Israel,2016-17,410,Israel
4206,Jordan,2016-17,220,Jordan
4207,Kuwait,2016-17,270,Kuwait
4208,Lebanon,2016-17,830,Lebanon
4211,Oman,2016-17,140,Oman
4212,Qatar,2016-17,50,Qatar
4213,Saudi Arabia,2016-17,2630,Saudi Arabia
4214,Syria,2016-17,100,Syria
4215,Türkiye,2016-17,840,Türkiye
4216,Unit Arab Emir,2016-17,340,Unit Arab Emir
4217,Yemen,2016-17,10,Yemen
5101,Myanmar,2016-17,340,Myanmar
5102,Cambodia,2016-17,420,Cambodia
5103,Laos,2016-17,180,Laos
5104,Thailand,2016-17,3420,Thailand
5105,Vietnam,2016-17,3800,Vietnam
5201,Brunei,2016-17,150,Brunei
5202,Indonesia,2016-17,4470,Indonesia
5203,Malaysia,2016-17,7960,Malaysia
5204,Philippines,2016-17,3530,Philippines
5205,Singapore,2016-17,3700,Singapore
5206,Timor-Leste,2016-17,100,Timor-Leste
6101,China,2016-17,27740,China
6102,Hong Kong,2016-17,3850,Hong Kong
6103,Macau,2016-17,140,Macau
6104,Mongolia,2016-17,270,Mongolia
6105,Taiwan,2016-17,8240,Taiwan
6201,Japan,2016-17,5450,Japan
6202,"Korea, North",2016-17,80,"Korea, North"
6203,"Korea, South",2016-17,8890,Korea South
7101,Bangladesh,2016-17,940,Bangladesh
7102,Bhutan,2016-17,310,Bhutan
7103,India,2016-17,10580,India
7104,Maldives,2016-17,90,Maldives
7105,Nepal,2016-17,920,Nepal
7106,Pakistan,2016-17,1740,Pakistan
7107,Sri Lanka,2016-17,1820,Sri Lanka
7201,Afghanistan,2016-17,220,Afghanistan
7202,Armenia,2016-17,30,Armenia
7203,Azerbaijan,2016-17,30,Azerbaijan
7204,Georgia,2016-17,30,Georgia
7205,Kazakhstan,2016-17,100,Kazakhstan
7206,Kyrgyzstan,2016-17,20,Kyrgyzstan
7207,Tajikistan,2016-17,10,Tajikistan
7208,Turkmenistan,2016-17,0,Turkmenistan
7211,Uzbekistan,2016-17,50,Uzbekistan
8101,Bermuda,2016-17,10,Bermuda
8102,Canada,2016-17,3510,Canada
8104,USA,2016-17,9130,USA
8201,Argentina,2016-17,520,Argentina
8202,Bolivia,2016-17,20,Bolivia
8203,Brazil,2016-17,2670,Brazil
8204,Chile,2016-17,920,Chile
8205,Colombia,2016-17,1290,Colombia
8206,Ecuador,2016-17,170,Ecuador
8207,Falkland Is,2016-17,0,Falkland Is
8208,French Guiana,2016-17,0,French Guiana
8211,Guyana,2016-17,30,Guyana
8212,Paraguay,2016-17,10,Paraguay
8213,Peru,2016-17,320,Peru
8214,Suriname,2016-17,0,Suriname
8215,Uruguay,2016-17,80,Uruguay
8216,Venezuela,2016-17,210,Venezuela
8301,Belize,2016-17,0,Belize
8302,Costa Rica,2016-17,30,Costa Rica
8303,El Salvador,2016-17,70,El Salvador
8304,Guatemala,2016-17,10,Guatemala
8305,Honduras,2016-17,10,Honduras
8306,Mexico,2016-17,390,Mexico
8307,Nicaragua,2016-17,10,Nicaragua
8308,Panama,2016-17,10,Panama
8404,Bahamas,2016-17,10,Bahamas
8405,Barbados,2016-17,10,Barbados
8406,Cayman Islands,2016-17,0,Cayman Islands
8407,Cuba,2016-17,30,Cuba
8408,Dominica,2016-17,0,Dominica
8411,Dominican Rep,2016-17,10,Dominican Rep
8412,Grenada,2016-17,0,Grenada
8413,Guadeloupe,2016-17,10,Guadeloupe
8414,Haiti,2016-17,0,Haiti
8415,Jamaica,2016-17,40,Jamaica
8416,Martinique,2016-17,10,Martinique
8421,Puerto Rico,2016-17,20,Puerto Rico
8423,St Lucia,2016-17,10,St Lucia
8424,St Vinc/Grenad,2016-17,10,St Vinc/Grenad
8425,Trinidad/Tobago,2016-17,50,Trinidad/Tobago
8428,"Virgin Is, US",2016-17,0,"Virgin Is, US"
8434,Curacao,2016-17,10,Curacao
9101,Benin,2016-17,0,Benin
9103,Cameroon,2016-17,20,Cameroon
9104,Cabo Verde,2016-17,10,Cabo Verde
9107,"Congo, Rep",2016-17,20,"Congo, Rep"
9108,"Congo, Dem Rep",2016-17,20,"Congo, Dem Rep"
9111,Cote d'Ivoire,2016-17,10,Cote d'Ivoire
9113,Gabon,2016-17,0,Gabon
9114,Gambia,2016-17,10,Gambia
9115,Ghana,2016-17,150,Ghana
9116,Guinea,2016-17,10,Guinea
9118,Liberia,2016-17,20,Liberia
9121,Mali,2016-17,0,Mali
9123,Niger,2016-17,0,Niger
9124,Nigeria,2016-17,170,Nigeria
9126,Senegal,2016-17,20,Senegal
9127,Sierra Leone,2016-17,40,Sierra Leone
9128,Togo,2016-17,0,Togo
9201,Angola,2016-17,10,Angola
9202,Botswana,2016-17,50,Botswana
9203,Burundi,2016-17,0,Burundi
9205,Djibouti,2016-17,10,Djibouti
9206,Eritrea,2016-17,20,Eritrea
9207,Ethiopia,2016-17,130,Ethiopia
9208,Kenya,2016-17,370,Kenya
9211,Lesotho,2016-17,10,Lesotho
9212,Madagascar,2016-17,10,Madagascar
9213,Malawi,2016-17,30,Malawi
9214,Mauritius,2016-17,340,Mauritius
9216,Mozambique,2016-17,30,Mozambique
9217,Namibia,2016-17,30,Namibia
9218,Reunion,2016-17,20,Reunion
9221,Rwanda,2016-17,10,Rwanda
9223,Seychelles,2016-17,30,Seychelles
9224,Somalia,2016-17,190,Somalia
9225,South Africa,2016-17,2260,South Africa
9226,Eswatini,2016-17,20,Eswatini
9227,Tanzania,2016-17,90,Tanzania
9228,Uganda,2016-17,90,Uganda
9231,Zambia,2016-17,130,Zambia
9232,Zimbabwe,2016-17,440,Zimbabwe
1102,Norfolk Island,2017-18,0,Norfolk Island
1201,New Zealand,2017-18,18270,New Zealand
1301,New Caledonia,2017-18,130,New Caledonia
1302,PNG,2017-18,870,PNG
1303,Solomon Islands,2017-18,130,Solomon Islands
1304,Vanuatu,2017-18,100,Vanuatu
1401,Guam,2017-18,10,Guam
1402,Kiribati,2017-18,50,Kiribati
1403,Marshall Is,2017-18,10,Marshall Is
1404,"Micronesia, F S",2017-18,0,"Micronesia, F S"
1405,Nauru,2017-18,50,Nauru
1406,N Mariana Is,2017-18,0,N Mariana Is
1407,Palau,2017-18,0,Palau
1501,Cook Islands,2017-18,240,Cook Islands
1502,Fiji,2017-18,990,Fiji
1503,French Poly,2017-18,30,French Poly
1504,Niue,2017-18,30,Niue
1505,Samoa,2017-18,900,Samoa
1506,Samoa American,2017-18,30,Samoa American
1507,Tokelau,2017-18,30,Tokelau
1508,Tonga,2017-18,390,Tonga
1511,Tuvalu,2017-18,10,Tuvalu
1512,Wallis/Futuna,2017-18,0,Wallis/Futuna
1599,"Polynesia, nec",2017-18,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2017-18,21920,UK
2201,Ireland,2017-18,4040,Ireland
2301,Austria,2017-18,250,Austria
2302,Belgium,2017-18,540,Belgium
2303,France,2017-18,4700,France
2304,Germany,2017-18,4060,Germany
2306,Luxembourg,2017-18,20,Luxembourg
2307,Monaco,2017-18,10,Monaco
2308,Netherlands,2017-18,1400,Netherlands
2311,Switzerland,2017-18,630,Switzerland
2401,Denmark,2017-18,440,Denmark
2402,Faroe Islands,2017-18,0,Faroe Islands
2403,Finland,2017-18,430,Finland
2405,Iceland,2017-18,20,Iceland
2406,Norway,2017-18,400,Norway
2407,Sweden,2017-18,1050,Sweden
3101,Andorra,2017-18,10,Andorra
3102,Gibraltar,2017-18,0,Gibraltar
3104,Italy,2017-18,3320,Italy
3105,Malta,2017-18,120,Malta
3106,Portugal,2017-18,320,Portugal
3108,Spain,2017-18,1380,Spain
3201,Albania,2017-18,120,Albania
3202,Bosnia/Herzegov,2017-18,290,Bosnia/Herzegov
3203,Bulgaria,2017-18,110,Bulgaria
3204,Croatia,2017-18,330,Croatia
3205,Cyprus,2017-18,150,Cyprus
3206,North Macedonia,2017-18,320,North Macedonia
3207,Greece,2017-18,890,Greece
3208,Moldova,2017-18,30,Moldova
3211,Romania,2017-18,270,Romania
3212,Slovenia,2017-18,90,Slovenia
3214,Montenegro,2017-18,20,Montenegro
3215,Serbia,2017-18,240,Serbia
3216,Kosovo,2017-18,20,Kosovo
3301,Belarus,2017-18,40,Belarus
3302,Czechia,2017-18,520,Czechia
3303,Estonia,2017-18,510,Estonia
3304,Hungary,2017-18,310,Hungary
3305,Latvia,2017-18,70,Latvia
3306,Lithuania,2017-18,130,Lithuania
3307,Poland,2017-18,810,Poland
3308,Russia,2017-18,560,Russia
3311,Slovakia,2017-18,290,Slovakia
3312,Ukraine,2017-18,230,Ukraine
4101,Algeria,2017-18,50,Algeria
4102,Egypt,2017-18,400,Egypt
4103,Libya,2017-18,50,Libya
4104,Morocco,2017-18,80,Morocco
4105,Sudan,2017-18,190,Sudan
4106,Tunisia,2017-18,20,Tunisia
4111,South Sudan,2017-18,10,South Sudan
4201,Bahrain,2017-18,60,Bahrain
4202,Palestine,2017-18,0,Palestine
4203,Iran,2017-18,930,Iran
4204,Iraq,2017-18,750,Iraq
4205,Israel,2017-18,540,Israel
4206,Jordan,2017-18,210,Jordan
4207,Kuwait,2017-18,430,Kuwait
4208,Lebanon,2017-18,700,Lebanon
4211,Oman,2017-18,230,Oman
4212,Qatar,2017-18,30,Qatar
4213,Saudi Arabia,2017-18,2490,Saudi Arabia
4214,Syria,2017-18,120,Syria
4215,Türkiye,2017-18,840,Türkiye
4216,Unit Arab Emir,2017-18,310,Unit Arab Emir
4217,Yemen,2017-18,20,Yemen
5101,Myanmar,2017-18,380,Myanmar
5102,Cambodia,2017-18,510,Cambodia
5103,Laos,2017-18,190,Laos
5104,Thailand,2017-18,3850,Thailand
5105,Vietnam,2017-18,4200,Vietnam
5201,Brunei,2017-18,140,Brunei
5202,Indonesia,2017-18,4450,Indonesia
5203,Malaysia,2017-18,9460,Malaysia
5204,Philippines,2017-18,3750,Philippines
5205,Singapore,2017-18,4340,Singapore
5206,Timor-Leste,2017-18,110,Timor-Leste
6101,China,2017-18,37710,China
6102,Hong Kong,2017-18,3750,Hong Kong
6103,Macau,2017-18,160,Macau
6104,Mongolia,2017-18,330,Mongolia
6105,Taiwan,2017-18,7830,Taiwan
6201,Japan,2017-18,6350,Japan
6202,"Korea, North",2017-18,100,"Korea, North"
6203,"Korea, South",2017-18,9420,Korea South
7101,Bangladesh,2017-18,1040,Bangladesh
7102,Bhutan,2017-18,180,Bhutan
7103,India,2017-18,11580,India
7104,Maldives,2017-18,60,Maldives
7105,Nepal,2017-18,1070,Nepal
7106,Pakistan,2017-18,1820,Pakistan
7107,Sri Lanka,2017-18,2020,Sri Lanka
7201,Afghanistan,2017-18,200,Afghanistan
7202,Armenia,2017-18,30,Armenia
7203,Azerbaijan,2017-18,20,Azerbaijan
7204,Georgia,2017-18,20,Georgia
7205,Kazakhstan,2017-18,100,Kazakhstan
7206,Kyrgyzstan,2017-18,20,Kyrgyzstan
7207,Tajikistan,2017-18,10,Tajikistan
7208,Turkmenistan,2017-18,0,Turkmenistan
7211,Uzbekistan,2017-18,60,Uzbekistan
8101,Bermuda,2017-18,10,Bermuda
8102,Canada,2017-18,3660,Canada
8104,USA,2017-18,10020,USA
8201,Argentina,2017-18,610,Argentina
8202,Bolivia,2017-18,30,Bolivia
8203,Brazil,2017-18,3000,Brazil
8204,Chile,2017-18,1080,Chile
8205,Colombia,2017-18,1700,Colombia
8206,Ecuador,2017-18,150,Ecuador
8207,Falkland Is,2017-18,0,Falkland Is
8208,French Guiana,2017-18,10,French Guiana
8211,Guyana,2017-18,10,Guyana
8212,Paraguay,2017-18,30,Paraguay
8213,Peru,2017-18,260,Peru
8214,Suriname,2017-18,0,Suriname
8215,Uruguay,2017-18,100,Uruguay
8216,Venezuela,2017-18,300,Venezuela
8301,Belize,2017-18,0,Belize
8302,Costa Rica,2017-18,40,Costa Rica
8303,El Salvador,2017-18,60,El Salvador
8304,Guatemala,2017-18,20,Guatemala
8305,Honduras,2017-18,10,Honduras
8306,Mexico,2017-18,430,Mexico
8307,Nicaragua,2017-18,10,Nicaragua
8308,Panama,2017-18,10,Panama
8404,Bahamas,2017-18,10,Bahamas
8405,Barbados,2017-18,10,Barbados
8406,Cayman Islands,2017-18,0,Cayman Islands
8407,Cuba,2017-18,30,Cuba
8408,Dominica,2017-18,0,Dominica
8411,Dominican Rep,2017-18,20,Dominican Rep
8412,Grenada,2017-18,0,Grenada
8413,Guadeloupe,2017-18,10,Guadeloupe
8414,Haiti,2017-18,0,Haiti
8415,Jamaica,2017-18,40,Jamaica
8416,Martinique,2017-18,0,Martinique
8421,Puerto Rico,2017-18,20,Puerto Rico
8423,St Lucia,2017-18,0,St Lucia
8424,St Vinc/Grenad,2017-18,0,St Vinc/Grenad
8425,Trinidad/Tobago,2017-18,30,Trinidad/Tobago
8428,"Virgin Is, US",2017-18,0,"Virgin Is, US"
8434,Curacao,2017-18,10,Curacao
9101,Benin,2017-18,0,Benin
9103,Cameroon,2017-18,30,Cameroon
9104,Cabo Verde,2017-18,0,Cabo Verde
9107,"Congo, Rep",2017-18,10,"Congo, Rep"
9108,"Congo, Dem Rep",2017-18,30,"Congo, Dem Rep"
9111,Cote d'Ivoire,2017-18,20,Cote d'Ivoire
9113,Gabon,2017-18,10,Gabon
9114,Gambia,2017-18,0,Gambia
9115,Ghana,2017-18,140,Ghana
9116,Guinea,2017-18,10,Guinea
9118,Liberia,2017-18,20,Liberia
9121,Mali,2017-18,0,Mali
9123,Niger,2017-18,0,Niger
9124,Nigeria,2017-18,200,Nigeria
9126,Senegal,2017-18,10,Senegal
9127,Sierra Leone,2017-18,30,Sierra Leone
9128,Togo,2017-18,10,Togo
9201,Angola,2017-18,10,Angola
9202,Botswana,2017-18,40,Botswana
9203,Burundi,2017-18,10,Burundi
9205,Djibouti,2017-18,0,Djibouti
9206,Eritrea,2017-18,20,Eritrea
9207,Ethiopia,2017-18,120,Ethiopia
9208,Kenya,2017-18,370,Kenya
9211,Lesotho,2017-18,0,Lesotho
9212,Madagascar,2017-18,10,Madagascar
9213,Malawi,2017-18,30,Malawi
9214,Mauritius,2017-18,390,Mauritius
9216,Mozambique,2017-18,30,Mozambique
9217,Namibia,2017-18,20,Namibia
9218,Reunion,2017-18,30,Reunion
9221,Rwanda,2017-18,10,Rwanda
9223,Seychelles,2017-18,30,Seychelles
9224,Somalia,2017-18,220,Somalia
9225,South Africa,2017-18,2240,South Africa
9226,Eswatini,2017-18,10,Eswatini
9227,Tanzania,2017-18,90,Tanzania
9228,Uganda,2017-18,50,Uganda
9231,Zambia,2017-18,100,Zambia
9232,Zimbabwe,2017-18,510,Zimbabwe
1102,Norfolk Island,2018-19,0,Norfolk Island
1201,New Zealand,2018-19,17630,New Zealand
1301,New Caledonia,2018-19,120,New Caledonia
1302,PNG,2018-19,910,PNG
1303,Solomon Islands,2018-19,150,Solomon Islands
1304,Vanuatu,2018-19,70,Vanuatu
1401,Guam,2018-19,0,Guam
1402,Kiribati,2018-19,40,Kiribati
1403,Marshall Is,2018-19,10,Marshall Is
1404,"Micronesia, F S",2018-19,0,"Micronesia, F S"
1405,Nauru,2018-19,30,Nauru
1406,N Mariana Is,2018-19,0,N Mariana Is
1407,Palau,2018-19,0,Palau
1501,Cook Islands,2018-19,240,Cook Islands
1502,Fiji,2018-19,920,Fiji
1503,French Poly,2018-19,50,French Poly
1504,Niue,2018-19,20,Niue
1505,Samoa,2018-19,930,Samoa
1506,Samoa American,2018-19,30,Samoa American
1507,Tokelau,2018-19,30,Tokelau
1508,Tonga,2018-19,360,Tonga
1511,Tuvalu,2018-19,20,Tuvalu
1512,Wallis/Futuna,2018-19,0,Wallis/Futuna
1599,"Polynesia, nec",2018-19,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2018-19,21860,UK
2201,Ireland,2018-19,4010,Ireland
2301,Austria,2018-19,230,Austria
2302,Belgium,2018-19,630,Belgium
2303,France,2018-19,5150,France
2304,Germany,2018-19,4410,Germany
2306,Luxembourg,2018-19,20,Luxembourg
2307,Monaco,2018-19,10,Monaco
2308,Netherlands,2018-19,1590,Netherlands
2311,Switzerland,2018-19,620,Switzerland
2401,Denmark,2018-19,420,Denmark
2402,Faroe Islands,2018-19,0,Faroe Islands
2403,Finland,2018-19,410,Finland
2405,Iceland,2018-19,30,Iceland
2406,Norway,2018-19,460,Norway
2407,Sweden,2018-19,1020,Sweden
3101,Andorra,2018-19,0,Andorra
3102,Gibraltar,2018-19,10,Gibraltar
3104,Italy,2018-19,3380,Italy
3105,Malta,2018-19,110,Malta
3106,Portugal,2018-19,310,Portugal
3108,Spain,2018-19,1520,Spain
3201,Albania,2018-19,130,Albania
3202,Bosnia/Herzegov,2018-19,280,Bosnia/Herzegov
3203,Bulgaria,2018-19,130,Bulgaria
3204,Croatia,2018-19,310,Croatia
3205,Cyprus,2018-19,140,Cyprus
3206,North Macedonia,2018-19,280,North Macedonia
3207,Greece,2018-19,850,Greece
3208,Moldova,2018-19,30,Moldova
3211,Romania,2018-19,270,Romania
3212,Slovenia,2018-19,80,Slovenia
3214,Montenegro,2018-19,20,Montenegro
3215,Serbia,2018-19,200,Serbia
3216,Kosovo,2018-19,20,Kosovo
3301,Belarus,2018-19,40,Belarus
3302,Czechia,2018-19,480,Czechia
3303,Estonia,2018-19,600,Estonia
3304,Hungary,2018-19,350,Hungary
3305,Latvia,2018-19,60,Latvia
3306,Lithuania,2018-19,180,Lithuania
3307,Poland,2018-19,950,Poland
3308,Russia,2018-19,630,Russia
3311,Slovakia,2018-19,290,Slovakia
3312,Ukraine,2018-19,300,Ukraine
4101,Algeria,2018-19,50,Algeria
4102,Egypt,2018-19,370,Egypt
4103,Libya,2018-19,50,Libya
4104,Morocco,2018-19,80,Morocco
4105,Sudan,2018-19,220,Sudan
4106,Tunisia,2018-19,20,Tunisia
4111,South Sudan,2018-19,30,South Sudan
4201,Bahrain,2018-19,60,Bahrain
4202,Palestine,2018-19,0,Palestine
4203,Iran,2018-19,780,Iran
4204,Iraq,2018-19,730,Iraq
4205,Israel,2018-19,580,Israel
4206,Jordan,2018-19,210,Jordan
4207,Kuwait,2018-19,360,Kuwait
4208,Lebanon,2018-19,640,Lebanon
4211,Oman,2018-19,190,Oman
4212,Qatar,2018-19,50,Qatar
4213,Saudi Arabia,2018-19,2220,Saudi Arabia
4214,Syria,2018-19,140,Syria
4215,Türkiye,2018-19,850,Türkiye
4216,Unit Arab Emir,2018-19,340,Unit Arab Emir
4217,Yemen,2018-19,10,Yemen
5101,Myanmar,2018-19,420,Myanmar
5102,Cambodia,2018-19,550,Cambodia
5103,Laos,2018-19,170,Laos
5104,Thailand,2018-19,4190,Thailand
5105,Vietnam,2018-19,4470,Vietnam
5201,Brunei,2018-19,190,Brunei
5202,Indonesia,2018-19,4870,Indonesia
5203,Malaysia,2018-19,10790,Malaysia
5204,Philippines,2018-19,4380,Philippines
5205,Singapore,2018-19,4300,Singapore
5206,Timor-Leste,2018-19,110,Timor-Leste
6101,China,2018-19,51640,China
6102,Hong Kong,2018-19,3710,Hong Kong
6103,Macau,2018-19,150,Macau
6104,Mongolia,2018-19,510,Mongolia
6105,Taiwan,2018-19,8470,Taiwan
6201,Japan,2018-19,6270,Japan
6202,"Korea, North",2018-19,100,"Korea, North"
6203,"Korea, South",2018-19,10190,Korea South
7101,Bangladesh,2018-19,1160,Bangladesh
7102,Bhutan,2018-19,280,Bhutan
7103,India,2018-19,13160,India
7104,Maldives,2018-19,70,Maldives
7105,Nepal,2018-19,1410,Nepal
7106,Pakistan,2018-19,1920,Pakistan
7107,Sri Lanka,2018-19,2080,Sri Lanka
7201,Afghanistan,2018-19,270,Afghanistan
7202,Armenia,2018-19,30,Armenia
7203,Azerbaijan,2018-19,30,Azerbaijan
7204,Georgia,2018-19,20,Georgia
7205,Kazakhstan,2018-19,90,Kazakhstan
7206,Kyrgyzstan,2018-19,20,Kyrgyzstan
7207,Tajikistan,2018-19,0,Tajikistan
7208,Turkmenistan,2018-19,10,Turkmenistan
7211,Uzbekistan,2018-19,50,Uzbekistan
8101,Bermuda,2018-19,10,Bermuda
8102,Canada,2018-19,3480,Canada
8104,USA,2018-19,10040,USA
8201,Argentina,2018-19,750,Argentina
8202,Bolivia,2018-19,30,Bolivia
8203,Brazil,2018-19,3680,Brazil
8204,Chile,2018-19,1240,Chile
8205,Colombia,2018-19,1950,Colombia
8206,Ecuador,2018-19,140,Ecuador
8207,Falkland Is,2018-19,0,Falkland Is
8208,French Guiana,2018-19,0,French Guiana
8211,Guyana,2018-19,10,Guyana
8212,Paraguay,2018-19,40,Paraguay
8213,Peru,2018-19,330,Peru
8214,Suriname,2018-19,10,Suriname
8215,Uruguay,2018-19,140,Uruguay
8216,Venezuela,2018-19,240,Venezuela
8301,Belize,2018-19,0,Belize
8302,Costa Rica,2018-19,30,Costa Rica
8303,El Salvador,2018-19,90,El Salvador
8304,Guatemala,2018-19,30,Guatemala
8305,Honduras,2018-19,10,Honduras
8306,Mexico,2018-19,460,Mexico
8307,Nicaragua,2018-19,10,Nicaragua
8308,Panama,2018-19,20,Panama
8404,Bahamas,2018-19,10,Bahamas
8405,Barbados,2018-19,10,Barbados
8406,Cayman Islands,2018-19,0,Cayman Islands
8407,Cuba,2018-19,40,Cuba
8408,Dominica,2018-19,0,Dominica
8411,Dominican Rep,2018-19,20,Dominican Rep
8412,Grenada,2018-19,0,Grenada
8413,Guadeloupe,2018-19,10,Guadeloupe
8414,Haiti,2018-19,10,Haiti
8415,Jamaica,2018-19,50,Jamaica
8416,Martinique,2018-19,10,Martinique
8421,Puerto Rico,2018-19,30,Puerto Rico
8423,St Lucia,2018-19,0,St Lucia
8424,St Vinc/Grenad,2018-19,0,St Vinc/Grenad
8425,Trinidad/Tobago,2018-19,40,Trinidad/Tobago
8428,"Virgin Is, US",2018-19,0,"Virgin Is, US"
8434,Curacao,2018-19,10,Curacao
9101,Benin,2018-19,10,Benin
9103,Cameroon,2018-19,10,Cameroon
9104,Cabo Verde,2018-19,0,Cabo Verde
9107,"Congo, Rep",2018-19,20,"Congo, Rep"
9108,"Congo, Dem Rep",2018-19,30,"Congo, Dem Rep"
9111,Cote d'Ivoire,2018-19,20,Cote d'Ivoire
9113,Gabon,2018-19,0,Gabon
9114,Gambia,2018-19,10,Gambia
9115,Ghana,2018-19,120,Ghana
9116,Guinea,2018-19,10,Guinea
9118,Liberia,2018-19,30,Liberia
9121,Mali,2018-19,0,Mali
9123,Niger,2018-19,0,Niger
9124,Nigeria,2018-19,280,Nigeria
9126,Senegal,2018-19,10,Senegal
9127,Sierra Leone,2018-19,40,Sierra Leone
9128,Togo,2018-19,10,Togo
9201,Angola,2018-19,10,Angola
9202,Botswana,2018-19,40,Botswana
9203,Burundi,2018-19,10,Burundi
9205,Djibouti,2018-19,0,Djibouti
9206,Eritrea,2018-19,40,Eritrea
9207,Ethiopia,2018-19,170,Ethiopia
9208,Kenya,2018-19,430,Kenya
9211,Lesotho,2018-19,0,Lesotho
9212,Madagascar,2018-19,10,Madagascar
9213,Malawi,2018-19,50,Malawi
9214,Mauritius,2018-19,430,Mauritius
9216,Mozambique,2018-19,30,Mozambique
9217,Namibia,2018-19,20,Namibia
9218,Reunion,2018-19,30,Reunion
9221,Rwanda,2018-19,10,Rwanda
9223,Seychelles,2018-19,30,Seychelles
9224,Somalia,2018-19,230,Somalia
9225,South Africa,2018-19,2080,South Africa
9226,Eswatini,2018-19,10,Eswatini
9227,Tanzania,2018-19,80,Tanzania
9228,Uganda,2018-19,70,Uganda
9231,Zambia,2018-19,140,Zambia
9232,Zimbabwe,2018-19,440,Zimbabwe
1102,Norfolk Island,2019-20,0,Norfolk Island
1201,New Zealand,2019-20,16010,New Zealand
1301,New Caledonia,2019-20,90,New Caledonia
1302,PNG,2019-20,770,PNG
1303,Solomon Islands,2019-20,100,Solomon Islands
1304,Vanuatu,2019-20,140,Vanuatu
1401,Guam,2019-20,0,Guam
1402,Kiribati,2019-20,80,Kiribati
1403,Marshall Is,2019-20,0,Marshall Is
1404,"Micronesia, F S",2019-20,0,"Micronesia, F S"
1405,Nauru,2019-20,40,Nauru
1406,N Mariana Is,2019-20,0,N Mariana Is
1407,Palau,2019-20,0,Palau
1501,Cook Islands,2019-20,240,Cook Islands
1502,Fiji,2019-20,880,Fiji
1503,French Poly,2019-20,30,French Poly
1504,Niue,2019-20,20,Niue
1505,Samoa,2019-20,950,Samoa
1506,Samoa American,2019-20,10,Samoa American
1507,Tokelau,2019-20,40,Tokelau
1508,Tonga,2019-20,360,Tonga
1511,Tuvalu,2019-20,20,Tuvalu
1512,Wallis/Futuna,2019-20,0,Wallis/Futuna
1599,"Polynesia, nec",2019-20,10,"Polynesia, nec"
2100,"UK, CIs & IOM",2019-20,17000,UK
2201,Ireland,2019-20,3360,Ireland
2301,Austria,2019-20,220,Austria
2302,Belgium,2019-20,500,Belgium
2303,France,2019-20,4600,France
2304,Germany,2019-20,3560,Germany
2306,Luxembourg,2019-20,20,Luxembourg
2307,Monaco,2019-20,0,Monaco
2308,Netherlands,2019-20,1250,Netherlands
2311,Switzerland,2019-20,510,Switzerland
2401,Denmark,2019-20,320,Denmark
2402,Faroe Islands,2019-20,0,Faroe Islands
2403,Finland,2019-20,340,Finland
2405,Iceland,2019-20,20,Iceland
2406,Norway,2019-20,330,Norway
2407,Sweden,2019-20,870,Sweden
3101,Andorra,2019-20,10,Andorra
3102,Gibraltar,2019-20,10,Gibraltar
3104,Italy,2019-20,2640,Italy
3105,Malta,2019-20,110,Malta
3106,Portugal,2019-20,300,Portugal
3108,Spain,2019-20,1380,Spain
3201,Albania,2019-20,100,Albania
3202,Bosnia/Herzegov,2019-20,230,Bosnia/Herzegov
3203,Bulgaria,2019-20,120,Bulgaria
3204,Croatia,2019-20,230,Croatia
3205,Cyprus,2019-20,130,Cyprus
3206,North Macedonia,2019-20,910,North Macedonia
3207,Greece,2019-20,750,Greece
3208,Moldova,2019-20,20,Moldova
3211,Romania,2019-20,240,Romania
3212,Slovenia,2019-20,90,Slovenia
3214,Montenegro,2019-20,10,Montenegro
3215,Serbia,2019-20,170,Serbia
3216,Kosovo,2019-20,10,Kosovo
3301,Belarus,2019-20,30,Belarus
3302,Czechia,2019-20,440,Czechia
3303,Estonia,2019-20,560,Estonia
3304,Hungary,2019-20,270,Hungary
3305,Latvia,2019-20,40,Latvia
3306,Lithuania,2019-20,170,Lithuania
3307,Poland,2019-20,760,Poland
3308,Russia,2019-20,530,Russia
3311,Slovakia,2019-20,270,Slovakia
3312,Ukraine,2019-20,240,Ukraine
4101,Algeria,2019-20,50,Algeria
4102,Egypt,2019-20,370,Egypt
4103,Libya,2019-20,40,Libya
4104,Morocco,2019-20,60,Morocco
4105,Sudan,2019-20,420,Sudan
4106,Tunisia,2019-20,20,Tunisia
4111,South Sudan,2019-20,50,South Sudan
4201,Bahrain,2019-20,50,Bahrain
4202,Palestine,2019-20,0,Palestine
4203,Iran,2019-20,830,Iran
4204,Iraq,2019-20,570,Iraq
4205,Israel,2019-20,380,Israel
4206,Jordan,2019-20,190,Jordan
4207,Kuwait,2019-20,340,Kuwait
4208,Lebanon,2019-20,490,Lebanon
4211,Oman,2019-20,490,Oman
4212,Qatar,2019-20,40,Qatar
4213,Saudi Arabia,2019-20,2550,Saudi Arabia
